id,timestamp,source,rating,feedback_text
1923,2024-01-21,survey_comment,1.0,the support agent was very helpful and solved my issue quickly
2166,2024-01-21,support_ticket,5.0,best delivery service in my city never had an issue
1333,2024-01-21,app_store_review,,why is there a service fee i never agreed to on my bill agent anil was handling it
1790,2024-01-22,app_store_review,5.0,love this app ordering is so smooth and fast
1760,2024-01-22,app_store_review,3.0,order marked delivered but nothing arrived at my place
1033,2024-01-22,survey_comment,2.0,coupon save50 did not apply at checkout and i paid full price  my pizza order in bangalore
1846,2024-01-22,app_store_review,3.0,customer care kept me on hold for 40 minutes then disconnected agent neha was handling it
1395,2024-01-22,support_ticket,2.0,driver could not find my building and just cancelled  my pizza order in chennai
2302,2024-01-22,support_ticket,,five stars the app is fantastic and reliable
1816,2024-01-22,support_ticket,,love this app ordering is so smooth and fast agent anil was handling it
2097,2024-01-23,support_ticket,2.0,items were missing from my delivery got only half the order  my pizza order in bangalore
1121,2024-01-23,support_ticket,2.0,double deduction on my card for order need this reversed asap agent anil was handling it
1048,2024-01-23,survey_comment,2.0,the map screen freezes and i cannot place an order
2055,2024-01-23,app_store_review,1.0,notifications stopped working after the update
2092,2024-01-23,support_ticket,1.0,cannot add address the save button is greyed out agent rahul was handling it
1888,2024-01-23,survey_comment,,the invoice amount does not match what the app showed me this is the first time
1976,2024-01-23,survey_comment,,delivery person was rude and threw the bag on the floor  my sushi order in mumbai
1049,2024-01-23,app_store_review,2.0,my order arrived almost an hour late and the food was cold
1635,2024-01-23,survey_comment,,my order arrived almost an hour late and the food was cold
2380,2024-01-23,app_store_review,4.0,super easy to use and quick checkout well done team this is the fourth time
1366,2024-01-23,app_store_review,2.0,order marked delivered but nothing arrived at my place this is the fourth time
1195,2024-01-24,app_store_review,1.0,delivery person was rude and threw the bag on the floor agent neha was handling it
1051,2024-01-24,app_store_review,1.0,the new version drains my battery so fast  my thali order in bangalore
2156,2024-01-24,app_store_review,,package was left at the wrong door i never received it
1463,2024-01-24,support_ticket,4.0,love this app ordering is so smooth and fast
2064,2024-01-24,support_ticket,3.0,notifications stopped working after the update agent anil was handling it
2198,2024-01-25,app_store_review,1.0,the map screen freezes and i cannot place an order
2194,2024-01-25,app_store_review,3.0,ok i guess
2130,2024-01-25,survey_comment,2.0,driver could not find my building and just cancelled  my pizza order in mumbai
2125,2024-01-25,support_ticket,3.0,oook i guess
1623,2024-01-25,app_store_review,2.0,search bar shows no results even for items that exist this is the first time
1662,2024-01-25,app_store_review,3.0,why is there a service fee i never agreed to on my bill
1797,2024-01-25,support_ticket,,super easy to use and quick checkout well done team
2189,2024-01-25,app_store_review,2.0,app stuck on loading screen for 5 minutes then closed this is the third time
1317,2024-01-25,app_store_review,2.0,nobody from support replied to my three emails agent rahul was handling it
1004,2024-01-26,app_store_review,,the invoice amount does not match what the app showed me
2207,2024-01-26,app_store_review,1.0,login button does nothing on the latest update agent anil was handling it
2496,2024-01-26,support_ticket,2.0,items were missing from my delivery got only half the order
1105,2024-01-26,support_ticket,5.0,five stars the app is fantastic and reliable
2101,2024-01-26,support_ticket,1.0,nooobody from support replied to my three emails this is the fourth time
2453,2024-01-26,support_ticket,2.0,package was left at the wrong door i never received it this is the third time
2452,2024-01-26,support_ticket,,double deduction on my card for order need this reversed asap this is the fourth time
2494,2024-01-26,survey_comment,3.0,waited two hours and the order was finally cancelled by the app
1668,2024-01-26,survey_comment,1.0,app stuck on loading screen for 5 minutes then closed agent meera was handling it
1865,2024-01-26,app_store_review,1.0,app keeps crashing every time i open the cart
1251,2024-01-26,survey_comment,2.0,thank you to the agent priya who handled my complaint so well
1022,2024-01-27,support_ticket,2.0,driver could not find my building and just cancelled  my groceries order in pune
1616,2024-01-27,app_store_review,5.0,great experience overall food always fresh agent vikram was handling it
2777,2024-01-27,support_ticket,1.0,search bar shows no results even for items that exist
1617,2024-01-27,app_store_review,5.0,super easy to use and quick checkout well done team  my biryani order in pune
2331,2024-01-27,survey_comment,2.0,the invoice amount does not match what the app showed me this is the fourth time
2078,2024-01-27,survey_comment,3.0,app keeps crashing every time i open the cart
1054,2024-01-27,app_store_review,2.0,the store staff was friendly when i picked up my order
1201,2024-01-28,app_store_review,3.0,the map screen freezes and i cannot place an order this is the fourth time
1116,2024-01-28,support_ticket,2.0,app stuck on loading screen for 5 minutes then closed
1501,2024-01-28,survey_comment,3.0,my order arrived almost an hour late and the food was cold agent vikram was handling it
1325,2024-01-28,app_store_review,2.0,i was charged twice for the same order please refund the extra amount
1730,2024-01-28,support_ticket,,five stars the app is fantastic and reliable  my milk order in hyderabad
2403,2024-01-28,survey_comment,,coupon save50 did not apply at checkout and i paid full price  my fruits order in mumbai
1864,2024-01-28,support_ticket,,the support agent was very helpful and solved my issue quickly
2208,2024-02-01,app_store_review,,chat support gave me copy paste answers that did not help this is the first time
1661,2024-02-01,survey_comment,5.0,love this app ordering is so smooth and fast this is the second time
1280,2024-02-01,survey_comment,3.0,the invoice amount does not match what the app showed me
2184,2024-02-01,survey_comment,5.0,best delivery service in my city never had an issue
1390,2024-02-01,app_store_review,2.0,nobody from support replied to my three emails this is the third time
1239,2024-02-01,survey_comment,1.0,double deduction on my card for order need this reversed asap  my fruits order in pune
1781,2024-02-01,support_ticket,3.0,why is there a service fee i never agreed to on my bill this is the second time
1326,2024-02-01,support_ticket,3.0,nobody from support replied to my three emails
2374,2024-02-01,support_ticket,1.0,payment failed but money got deducted from my account
1711,2024-02-01,survey_comment,,coupon save50 did not apply at checkout and i paid full price  my fruits order in chennai
2362,2024-02-01,survey_comment,,the support agent was very helpful and solved my issue quickly agent priya was handling it
2132,2024-02-02,survey_comment,1.0,login button does nothing on the latest update  my fruits order in bangalore
2348,2024-02-02,support_ticket,4.0,best delivery service in my city never had an issue
1695,2024-02-02,app_store_review,,five stars the app is fantastic and reliable
1259,2024-02-02,app_store_review,2.0,chat support gave me copy paste answers that did not help
1148,2024-02-02,support_ticket,1.0,items were missing from my delivery got only half the order
2083,2024-02-02,survey_comment,2.0,coupon save50 did not apply at checkout and i paid full price
1599,2024-02-02,app_store_review,3.0,average experience could be better
2328,2024-02-03,app_store_review,1.0,login button does nothing on the latest update
1306,2024-02-03,survey_comment,1.0,my order arrived almost an hour late and the food was cold
2610,2024-02-03,app_store_review,,please add more vegan restaurants to the platform
1787,2024-02-03,survey_comment,1.0,cannot add address the save button is greyed out
2174,2024-02-03,survey_comment,1.0,i was charged twice for the same order please refund the extra amount  my groceries order in mumbai
1334,2024-02-03,app_store_review,,great experience overall food always fresh  my fruits order in hyderabad
1359,2024-02-03,survey_comment,1.0,cannot add address the save button is greyed out agent priya was handling it
1629,2024-02-03,support_ticket,2.0,the invoice amount does not match what the app showed me agent rahul was handling it
1289,2024-02-03,support_ticket,2.0,my refund still hasnt come after 10 days this is ridiculous
1837,2024-02-03,app_store_review,3.0,delivery person was rude and threw the bag on the floor
1475,2024-02-03,support_ticket,,cannot add address the save button is greyed out this is the first time
1401,2024-02-04,survey_comment,3.0,my refund still hasnt come after 10 days this is ridiculous agent neha was handling it
1101,2024-02-04,survey_comment,3.0,food was spilled all over the bag when it reached me this is the second time
2269,2024-02-04,support_ticket,3.0,app keeps crashing every time i ooopen the cart
1569,2024-02-04,support_ticket,4.0,love this app ordering is so smooth and fast  my biryani order in kolkata
1971,2024-02-04,support_ticket,3.0,thank you to the agent priya who handled my complaint so well
1342,2024-02-04,app_store_review,2.0,login button does nothing on the latest update
1433,2024-02-04,app_store_review,3.0,why is there a service fee i never agreed to on my bill
1536,2024-02-04,survey_comment,,i was charged twice for the same order please refund the extra amount
2364,2024-02-04,survey_comment,3.0,the map screen freezes and i cannot place an order
1038,2024-02-04,survey_comment,2.0,chat support gave me copy paste answers that did not help agent vikram was handling it
1752,2024-02-04,app_store_review,2.0,my order arrived almost an hour late and the food was cold this is the third time
2492,2024-02-05,app_store_review,4.0,super easy to use and quick checkout well done team
1939,2024-02-05,app_store_review,1.0,the store staff was friendly when i picked up my order agent vikram was handling it
2276,2024-02-05,support_ticket,3.0,my refund still hasnt come after 10 days this is ridiculous
1302,2024-02-05,app_store_review,1.0,nobody from support replied to my three emails
1205,2024-02-05,survey_comment,3.0,cannot add address the save button is greyed out
1487,2024-02-05,app_store_review,2.0,the invoice amount does not match what the app showed me this is the second time
1298,2024-02-06,support_ticket,3.0,my order arrived almost an hour late and the food was cold  my burger order in kolkata
2019,2024-02-06,support_ticket,1.0,my refund still hasnt come after 10 days this is ridiculous  my milk order in delhi
1362,2024-02-06,support_ticket,4.0,great experience overall food always fresh this is the third time
2793,2024-02-06,app_store_review,3.0,app stuck on loading screen for 5 minutes then closed
1436,2024-02-06,survey_comment,4.0,great experience overall food always fresh  my thali order in kolkata
1773,2024-02-06,support_ticket,2.0,package was left at the wrong door i never received it  my fruits order in hyderabad
2367,2024-02-06,app_store_review,1.0,the support agent was very helpful and solved my issue quickly
2052,2024-02-07,support_ticket,2.0,login button does nothing on the latest update
1698,2024-02-07,survey_comment,3.0,the store staff was friendly when i picked up my order  my thali order in pune
1518,2024-02-07,app_store_review,5.0,love this app ordering is so smooth and fast  my pizza order in kolkata
1983,2024-02-07,survey_comment,1.0,order marked delivered but nothing arrived at my place
2368,2024-02-07,survey_comment,1.0,thank you to the agent priya who handled my complaint so well
2483,2024-02-08,survey_comment,2.0,my order arrived almost an hour late and the food was cold agent rahul was handling it
2186,2024-02-08,support_ticket,,five stars the app is fantastic and reliable  my pizza order in kolkata
2152,2024-02-08,app_store_review,,love this app ordering is so smooth and fast agent vikram was handling it
2063,2024-02-08,app_store_review,1.0,login button does nothing on the latest update this is the third time
1763,2024-02-08,survey_comment,2.0,app keeps crashing every time i open the cart this is the second time
2394,2024-02-08,app_store_review,2.0,the invoice amount does not match what the app showed me
1815,2024-02-08,survey_comment,5.0,great experience overall food always fresh agent neha was handling it
1143,2024-02-08,survey_comment,,login button does nothing on the latest update this is the fourth time
2196,2024-02-08,survey_comment,1.0,delivery person was rude and threw the bag on the floor
2056,2024-02-08,survey_comment,2.0,my refund still hasnt come after 10 days this is ridiculous
2391,2024-02-09,survey_comment,3.0,i was charged twice for the same order please refund the extra amount
1493,2024-02-09,support_ticket,1.0,items were missing from my delivery got only half the order
1180,2024-02-09,app_store_review,3.0,cannot add address the save button is greyed out  my milk order in delhi
1810,2024-02-09,support_ticket,2.0,chat support gave me copy paste answers that did not help
1340,2024-02-10,app_store_review,1.0,the invoice amount does not match what the app showed me this is the third time
1893,2024-02-10,app_store_review,2.0,order marked delivered but nothing arrived at my place  my fruits order in chennai
1159,2024-02-10,app_store_review,1.0,order marked delivered but nothing arrived at my place  my biryani order in delhi
1490,2024-02-10,support_ticket,1.0,got charged for a subscription i cancelled last month
